C68	cp	15.0 	80.0 	30.0 	620.0 	3652.0 	90.0 	C67
C69	cd	20.0 	55.0 	-40.0 	0.0 	4500.0 	90.0 	C77
C70	cd	8.0 	40.0 	-50.0 	1420.0 	4548.0 	90.0 	C75
C71	cp	5.0 	35.0 	20.0 	1020.0 	4100.0 	90.0 	C73
C72	cd	35.0 	30.0 	-10.0 	572.0 	4796.0 	90.0 	C80
C73	cd	32.0 	30.0 	-20.0 	0.0 	4496.0 	90.0 	C71
C74	cp	26.0 	32.0 	20.0 	0.0 	4492.0 	90.0 	C76
C75	cp	38.0 	15.0 	50.0 	264.0 	3696.0 	90.0 	C70
C76	cd	50.0 	30.0 	-20.0 	720.0 	4256.0 	90.0 	C74
C77	cp	68.0 	60.0 	40.0 	0.0 	4464.0 	90.0 	C69
C78	cp	62.0 	80.0 	50.0 	0.0 	4432.0 	90.0 	C79
C79	cd	58.0 	75.0 	-50.0 	0.0 	4460.0 	90.0 	C78
C80	cp	35.0 	30.0 	10.0 	572.0 	1196.0 	10.0 	C72
C81	cp	35.0 	66.0 	40.0 	316.0 	3380.0 	90.0 	C82
C82	cd	22.0 	75.0 	-40.0 	968.0 	4424.0 	90.0 	C81
C83	cd	15.0 	75.0 	-30.0 	0.0 	4440.0 	90.0 	C84
C84	cp	15.0 	80.0 	30.0 	620.0 	3652.0 	90.0 	C83
C85	cd	20.0 	55.0 	-40.0 	0.0 	4500.0 	90.0 	C93
C86	cd	8.0 	40.0 	-50.0 	1420.0 	4548.0 	90.0 	C91
C87	cp	5.0 	35.0 	20.0 	1020.0 	4100.0 	90.0 	C89
C88	cd	35.0 	30.0 	-10.0 	572.0 	4796.0 	90.0 	C96
C89	cd	32.0 	30.0 	-20.0 	0.0 	4496.0 	90.0 	C87
C90	cp	26.0 	32.0 	20.0 	0.0 	4492.0 	90.0 	C92
C91	cp	38.0 	15.0 	50.0 	264.0 	3696.0 	90.0 	C86
C92	cd	50.0 	30.0 	-20.0 	720.0 	4256.0 	90.0 	C90
C93	cp	68.0 	60.0 	40.0 	0.0 	4464.0 	90.0 	C85
C94	cp	62.0 	80.0 	50.0 	0.0 	4432.0 	90.0 	C95
C95	cd	58.0 	75.0 	-50.0 	0.0 	4460.0 	90.0 	C94
C96	cp	35.0 	30.0 	10.0 	572.0 	1196.0 	10.0 	C88
C97	cp	35.0 	66.0 	40.0 	316.0 	3380.0 	90.0 	C98
C98	cd	22.0 	75.0 	-40.0 	968.0 	4424.0 	90.0 	C97
C99	cd	15.0 	75.0 	-30.0 	0.0 	4440.0 	90.0 	C100
C100	cp	15.0 	80.0 	30.0 	620.0 	3652.0 	90.0 	C99
C101	cd	20.0 	55.0 	-40.0 	0.0 	4500.0 	90.0 	C109
C102	cd	8.0 	40.0 	-50.0 	1420.0 	4548.0 	90.0 	C107
C103	cp	5.0 	35.0 	20.0 	1020.0 	4100.0 	90.0 	C105
C104	cd	35.0 	30.0 	-10.0 	572.0 	4796.0 	90.0 	C112
C105	cd	32.0 	30.0 	-20.0 	0.0 	4496.0 	90.0 	C103
C106	cp	26.0 	32.0 	20.0 	0.0 	4492.0 	90.0 	C108
C107	cp	38.0 	15.0 	50.0 	264.0 	3696.0 	90.0 	C102
C108	cd	50.0 	30.0 	-20.0 	720.0 	4256.0 	90.0 	C106
C109	cp	68.0 	60.0 	40.0 	0.0 	4464.0 	90.0 	C101
C110	cp	62.0 	80.0 	50.0 	0.0 	4432.0 	90.0 	C111
C111	cd	58.0 	75.0 	-50.0 	0.0 	4460.0 	90.0 	C110
C112	cp	35.0 	30.0 	10.0 	572.0 	1196.0 	10.0 	C104
C113	cp	35.0 	66.0 	40.0 	316.0 	3380.0 	90.0 	C114
C114	cd	22.0 	75.0 	-40.0 	968.0 	4424.0 	90.0 	C113
C115	cd	15.0 	75.0 	-30.0 	0.0 	4440.0 	90.0 	C116
C116	cp	15.0 	80.0 	30.0 	620.0 	3652.0 	90.0 	C115
C117	cd	20.0 	55.0 	-40.0 	0.0 	4500.0 	90.0 	C125
C118	cd	8.0 	40.0 	-50.0 	1420.0 	4548.0 	90.0 	C123
C119	cp	5.0 	35.0 	20.0 	1020.0 	4100.0 	90.0 	C121
C120	cd	35.0 	30.0 	-10.0 	572.0 	4796.0 	90.0 	C128
C121	cd	32.0 	30.0 	-20.0 	0.0 	4496.0 	90.0 	C119
C122	cp	26.0 	32.0 	20.0 	0.0 	4492.0 	90.0 	C124
C123	cp	38.0 	15.0 	50.0 	264.0 	3696.0 	90.0 	C118
C124	cd	50.0 	30.0 	-20.0 	720.0 	4256.0 	90.0 	C122
C125	cp	68.0 	60.0 	40.0 	0.0 	4464.0 	90.0 	C117
C126	cp	62.0 	80.0 	50.0 	0.0 	4432.0 	90.0 	C127
C127	cd	58.0 	75.0 	-50.0 	0.0 	4460.0 	90.0 	C126
C128	cp	35.0 	30.0 	10.0 	572.0 	1196.0 	10.0 	C120



       

Vehicle battery capacity : 77.75
Vehicle freight capacity : 60.0
battery consumption rate : 1.0
inverse recharging rate : 3.47
average velocity : 1.0


belongs
C1	1
C2	2
C3	3
C4	4
C5	5
C6	6
C7	7
C8	8
C9	9
C10	10
C11	11
C12	12
C13	13
C14	14
C15	15
C16	16
C17	1
C18	2
C19	3
C20	4
C21	5
C22	6
C23	7
C24	8
C25	9
C26	10
C27	11
C28	12
C29	13
C30	14
C31	15
C32	16
C33	1
C34	2
C35	3
C36	4
C37	5
C38	6
C39	7
C40	8
C41	9
C42	10
C43	11
C44	12
C45	13
C46	14
C47	15
C48	16
C49	1
C50	2
C51	3
C52	4
C53	5
C54	6
C55	7
C56	8
C57	9
C58	10
C59	11
C60	12
C61	13
C62	14
C63	15
C64	16
C65	1
C66	2
C67	3
C68	4
C69	5
C70	6
C71	7
C72	8
C73	9
C74	10
C75	11
C76	12
C77	13
C78	14
C79	15
C80	16
C81	1
C82	2
C83	3
C84	4
C85	5
C86	6
C87	7
C88	8
C89	9
C90	10
C91	11
C92	12
C93	13
C94	14
C95	15
C96	16
C97	1
C98	2
C99	3
C100	4
C101	5
C102	6
C103	7
C104	8
C105	9
C106	10
C107	11
C108	12
C109	13
C110	14
C111	15
C112	16
C113	1
C114	2
C115	3
C116	4
C117	5
C118	6
C119	7
C120	8
C121	9
C122	10
C123	11
C124	12
C125	13
C126	14
C127	15
C128	16
Numowner 16  
end
